Sample Size,Sample,ATestsappalphas,ATestsappalphasNorm,ATestsappbetas,ATestsappbetasNorm,ATestsappalpha_ds,ATestsappalpha_dsNorm,ATestsappbeta_ds,ATestsappbeta_dsNorm
25,8,0.4296,0.5704,0.4648,0.5352,0.4896,0.5104,0.3856,0.6144
25,9,0.4944,0.5056,0.4512,0.5488,0.5592,0.5592,0.3856,0.6144
25,10,0.576,0.576,0.4768,0.5232,0.6424,0.6424,0.2736,0.7264
25,11,0.5,0.5,0.5304,0.5304,0.676,0.676,0.3224,0.6776
25,12,0.48,0.52,0.5072,0.5072,0.548,0.548,0.3376,0.6624
25,13,0.4368,0.5632,0.496,0.504,0.6272,0.6272,0.4336,0.5664
25,14,0.4424,0.5576,0.544,0.544,0.5448,0.5448,0.4208,0.5792
25,15,0.4848,0.5152,0.4464,0.5536,0.5704,0.5704,0.4112,0.5888
25,16,0.4304,0.5696,0.4728,0.5272,0.4888,0.5112,0.4288,0.5712
25,17,0.444,0.556,0.4384,0.5616,0.452,0.548,0.3736,0.6264
25,18,0.5048,0.5048,0.5248,0.5248,0.472,0.528,0.3248,0.6752
25,19,0.4656,0.5344,0.4112,0.5888,0.548,0.548,0.3288,0.6712
25,20,0.5192,0.5192,0.5544,0.5544,0.4888,0.5112,0.4096,0.5904
50,2,0.5152,0.5152,0.5676,0.5676,0.4794,0.5206,0.3706,0.6294
50,3,0.5314,0.5314,0.5642,0.5642,0.5162,0.5162,0.4856,0.5144
50,4,0.5348,0.5348,0.505,0.505,0.6046,0.6046,0.4394,0.5606
50,5,0.5028,0.5028,0.6092,0.6092,0.5384,0.5384,0.3972,0.6028
50,6,0.495,0.505,0.5062,0.5062,0.6054,0.6054,0.482,0.518
50,7,0.5028,0.5028,0.5444,0.5444,0.5164,0.5164,0.4514,0.5486
50,8,0.4842,0.5158,0.5462,0.5462,0.5394,0.5394,0.48,0.52
50,9,0.531,0.531,0.5376,0.5376,0.55,0.55,0.4852,0.5148
50,10,0.545,0.545,0.514,0.514,0.6326,0.6326,0.3872,0.6128
50,11,0.5296,0.5296,0.5316,0.5316,0.656,0.656,0.389,0.611
50,12,0.5512,0.5512,0.5462,0.5462,0.4888,0.5112,0.4348,0.5652
50,13,0.5032,0.5032,0.5328,0.5328,0.6126,0.6126,0.4568,0.5432
50,14,0.5158,0.5158,0.5412,0.5412,0.5276,0.5276,0.4828,0.5172
50,15,0.4556,0.5444,0.5456,0.5456,0.5684,0.5684,0.5172,0.5172
50,16,0.5154,0.5154,0.53,0.53,0.528,0.528,0.4812,0.5188
50,17,0.4814,0.5186,0.4952,0.5048,0.4586,0.5414,0.4344,0.5656
50,18,0.5164,0.5164,0.5774,0.5774,0.5222,0.5222,0.4216,0.5784
50,19,0.508,0.508,0.4934,0.5066,0.5752,0.5752,0.4,0.6
50,20,0.5082,0.5082,0.5756,0.5756,0.5122,0.5122,0.465,0.535
100,2,0.4964,0.5036,0.5305,0.5305,0.4678,0.5322,0.39835,0.60165
100,3,0.53935,0.53935,0.52565,0.52565,0.4458,0.5542,0.48575,0.51425
100,4,0.4893,0.5107,0.4951,0.5049,0.50585,0.50585,0.4235,0.5765
100,5,0.5172,0.5172,0.50635,0.50635,0.4648,0.5352,0.4213,0.5787
100,6,0.47395,0.52605,0.4916,0.5084,0.5385,0.5385,0.5009,0.5009
100,7,0.49845,0.50155,0.52855,0.52855,0.4527,0.5473,0.4502,0.5498
100,8,0.483,0.517,0.49825,0.50175,0.4575,0.5425,0.49405,0.50595
100,9,0.4998,0.5002,0.51665,0.51665,0.49035,0.50965,0.50215,0.50215
100,10,0.5345,0.5345,0.50275,0.50275,0.5097,0.5097,0.4231,0.5769
100,11,0.49205,0.50795,0.5145,0.5145,0.5293,0.5293,0.404,0.596
100,12,0.5457,0.5457,0.5124,0.5124,0.43235,0.56765,0.45825,0.54175
100,13,0.503,0.503,0.4976,0.5024,0.4983,0.5017,0.4567,0.5433
100,14,0.5311,0.5311,0.50625,0.50625,0.5016,0.5016,0.4743,0.5257
100,15,0.44795,0.55205,0.5511,0.5511,0.5011,0.5011,0.483,0.517
100,16,0.4981,0.5019,0.4807,0.5193,0.44755,0.55245,0.45855,0.54145
100,17,0.45455,0.54545,0.5218,0.5218,0.44725,0.55275,0.4439,0.5561
100,18,0.524,0.524,0.49925,0.50075,0.44225,0.55775,0.4438,0.5562
100,19,0.50865,0.50865,0.5159,0.5159,0.4772,0.5228,0.41645,0.58355
100,20,0.51405,0.51405,0.5623,0.5623,0.4214,0.5786,0.46995,0.53005
250,2,1,1,1,1,1,1,1,1
250,3,1,1,1,1,1,1,1,1
250,4,1,1,1,1,1,1,1,1
250,5,1,1,1,1,1,1,1,1
250,6,1,1,1,1,1,1,1,1
250,7,1,1,1,1,1,1,1,1
250,8,1,1,1,1,1,1,1,1
250,9,1,1,1,1,1,1,1,1
250,10,1,1,1,1,1,1,1,1
250,11,1,1,1,1,1,1,1,1
250,12,1,1,1,1,1,1,1,1
250,13,1,1,1,1,1,1,1,1
250,14,1,1,1,1,1,1,1,1
250,15,1,1,1,1,1,1,1,1
250,16,1,1,1,1,1,1,1,1
250,17,1,1,1,1,1,1,1,1
250,18,1,1,1,1,1,1,1,1
250,19,1,1,1,1,1,1,1,1
250,20,1,1,1,1,1,1,1,1
500,2,1,1,1,1,1,1,1,1
500,3,1,1,1,1,1,1,1,1
500,4,1,1,1,1,1,1,1,1
500,5,1,1,1,1,1,1,1,1
500,6,1,1,1,1,1,1,1,1
500,7,1,1,1,1,1,1,1,1
500,8,1,1,1,1,1,1,1,1
500,9,1,1,1,1,1,1,1,1
500,10,1,1,1,1,1,1,1,1
500,11,1,1,1,1,1,1,1,1
500,12,1,1,1,1,1,1,1,1
500,13,1,1,1,1,1,1,1,1
500,14,1,1,1,1,1,1,1,1
500,15,1,1,1,1,1,1,1,1
500,16,1,1,1,1,1,1,1,1
500,17,1,1,1,1,1,1,1,1
500,18,1,1,1,1,1,1,1,1
500,19,1,1,1,1,1,1,1,1
500,20,1,1,1,1,1,1,1,1
