Sample Size,Sample,ATestsappalphas,ATestsappalphasNorm,ATestsappbetas,ATestsappbetasNorm,ATestsappalpha_ds,ATestsappalpha_dsNorm,ATestsappbeta_ds,ATestsappbeta_dsNorm
20,15,0.525,0.525,0.6125,0.6125,0.50875,0.50875,0.475,0.525
20,16,0.6225,0.6225,0.6075,0.6075,0.56125,0.56125,0.475,0.525
20,17,0.43125,0.56875,0.53375,0.53375,0.5875,0.5875,0.5475,0.5475
20,18,0.54,0.54,0.5425,0.5425,0.59125,0.59125,0.4225,0.5775
20,19,0.3775,0.6225,0.58375,0.58375,0.53625,0.53625,0.5425,0.5425
20,20,0.5,0.5,0.575,0.575,0.525,0.525,0.42625,0.57375
50,2,0.5134,0.5134,0.4384,0.5616,0.5066,0.5066,0.5318,0.5318
50,3,0.6002,0.6002,0.4888,0.5112,0.555,0.555,0.4936,0.5064
50,4,0.5376,0.5376,0.4796,0.5204,0.5356,0.5356,0.5654,0.5654
50,5,0.505,0.505,0.463,0.537,0.5276,0.5276,0.5224,0.5224
50,6,0.5064,0.5064,0.4908,0.5092,0.469,0.531,0.452,0.548
50,7,0.4804,0.5196,0.4646,0.5354,0.4948,0.5052,0.4242,0.5758
50,8,0.5468,0.5468,0.4906,0.5094,0.539,0.539,0.5358,0.5358
50,9,0.5408,0.5408,0.5088,0.5088,0.5342,0.5342,0.5078,0.5078
50,10,0.517,0.517,0.5458,0.5458,0.5658,0.5658,0.5432,0.5432
50,11,0.5616,0.5616,0.4848,0.5152,0.498,0.502,0.5366,0.5366
50,12,0.4956,0.5044,0.4446,0.5554,0.536,0.536,0.5414,0.5414
50,13,0.5092,0.5092,0.5516,0.5516,0.5792,0.5792,0.499,0.501
50,14,0.526,0.526,0.5536,0.5536,0.5704,0.5704,0.4514,0.5486
50,15,0.5344,0.5344,0.4876,0.5124,0.5676,0.5676,0.466,0.534
50,16,0.5772,0.5772,0.5276,0.5276,0.5726,0.5726,0.4768,0.5232
50,17,0.4526,0.5474,0.4624,0.5376,0.6186,0.6186,0.5112,0.5112
50,18,0.5568,0.5568,0.4728,0.5272,0.5428,0.5428,0.5398,0.5398
50,19,0.4566,0.5434,0.4506,0.5494,0.5498,0.5498,0.5354,0.5354
50,20,0.5052,0.5052,0.4496,0.5504,0.5614,0.5614,0.4804,0.5196
100,2,0.46395,0.53605,0.45005,0.54995,0.5273,0.5273,0.50545,0.50545
100,3,0.5182,0.5182,0.4671,0.5329,0.50415,0.50415,0.4876,0.5124
100,4,0.48275,0.51725,0.48155,0.51845,0.5248,0.5248,0.50345,0.50345
100,5,0.44525,0.55475,0.47245,0.52755,0.5353,0.5353,0.496,0.504
100,6,0.47,0.53,0.4836,0.5164,0.53645,0.53645,0.43885,0.56115
100,7,0.45255,0.54745,0.4941,0.5059,0.51795,0.51795,0.44165,0.55835
100,8,0.4737,0.5263,0.499,0.501,0.5587,0.5587,0.48845,0.51155
100,9,0.4746,0.5254,0.48065,0.51935,0.5454,0.5454,0.5045,0.5045
100,10,0.46155,0.53845,0.50905,0.50905,0.57795,0.57795,0.49885,0.50115
100,11,0.49475,0.50525,0.4572,0.5428,0.52605,0.52605,0.46795,0.53205
100,12,0.4523,0.5477,0.49075,0.50925,0.55415,0.55415,0.49945,0.50055
100,13,0.47835,0.52165,0.5041,0.5041,0.58435,0.58435,0.50525,0.50525
100,14,0.53005,0.53005,0.51735,0.51735,0.58525,0.58525,0.479,0.521
100,15,0.48775,0.51225,0.43685,0.56315,0.5632,0.5632,0.4865,0.5135
100,16,0.52595,0.52595,0.54655,0.54655,0.52625,0.52625,0.47705,0.52295
100,17,0.4428,0.5572,0.45235,0.54765,0.59165,0.59165,0.4782,0.5218
100,18,0.4831,0.5169,0.48485,0.51515,0.54305,0.54305,0.51955,0.51955
100,19,0.43505,0.56495,0.4791,0.5209,0.55325,0.55325,0.51185,0.51185
100,20,0.45665,0.54335,0.46495,0.53505,0.57525,0.57525,0.494,0.506
250,2,0.485,0.515,0.503504,0.503504,0.494416,0.505584,0.490448,0.509552
250,3,0.513264,0.513264,0.48508,0.51492,0.529208,0.529208,0.463328,0.536672
250,4,0.465312,0.534688,0.488384,0.511616,0.54012,0.54012,0.477712,0.522288
250,5,0.43072,0.56928,0.484232,0.515768,0.538336,0.538336,0.477888,0.522112
250,6,0.48052,0.51948,0.49512,0.50488,0.513088,0.513088,0.4708,0.5292
250,7,0.456112,0.543888,0.494232,0.505768,0.538168,0.538168,0.453712,0.546288
250,8,0.459488,0.540512,0.510368,0.510368,0.534232,0.534232,0.479296,0.520704
250,9,0.464416,0.535584,0.503888,0.503888,0.538032,0.538032,0.484112,0.515888
250,10,0.484448,0.515552,0.520976,0.520976,0.520496,0.520496,0.483872,0.516128
250,11,0.506504,0.506504,0.489776,0.510224,0.511144,0.511144,0.458928,0.541072
250,12,0.471272,0.528728,0.485336,0.514664,0.506952,0.506952,0.500112,0.500112
250,13,0.4946,0.5054,0.536168,0.536168,0.56756,0.56756,0.487232,0.512768
250,14,0.499584,0.500416,0.516072,0.516072,0.521744,0.521744,0.484656,0.515344
250,15,0.487496,0.512504,0.46904,0.53096,0.527928,0.527928,0.4744,0.5256
250,16,0.513096,0.513096,0.513232,0.513232,0.505872,0.505872,0.46296,0.53704
250,17,0.477224,0.522776,0.494664,0.505336,0.53888,0.53888,0.47576,0.52424
250,18,0.486328,0.513672,0.513496,0.513496,0.51764,0.51764,0.480192,0.519808
250,19,0.474856,0.525144,0.497528,0.502472,0.507272,0.507272,0.48656,0.51344
250,20,0.467664,0.532336,0.497992,0.502008,0.524648,0.524648,0.475408,0.524592
500,2,0.46879,0.53121,0.51208,0.51208,0.506962,0.506962,0.502068,0.502068
500,3,0.49399,0.50601,0.466508,0.533492,0.513518,0.513518,0.480922,0.519078
500,4,0.453848,0.546152,0.492304,0.507696,0.509066,0.509066,0.5018,0.5018
500,5,0.432352,0.567648,0.48241,0.51759,0.52514,0.52514,0.471026,0.528974
500,6,0.471136,0.528864,0.501482,0.501482,0.492,0.508,0.477894,0.522106
500,7,0.458494,0.541506,0.497878,0.502122,0.505442,0.505442,0.479048,0.520952
500,8,0.469104,0.530896,0.507198,0.507198,0.505786,0.505786,0.489194,0.510806
500,9,0.461286,0.538714,0.504902,0.504902,0.515414,0.515414,0.499178,0.500822
500,10,0.464682,0.535318,0.508482,0.508482,0.510076,0.510076,0.48997,0.51003
500,11,0.507306,0.507306,0.484338,0.515662,0.495336,0.504664,0.476298,0.523702
500,12,0.469312,0.530688,0.484564,0.515436,0.517118,0.517118,0.49158,0.50842
500,13,0.478738,0.521262,0.50509,0.50509,0.53055,0.53055,0.496678,0.503322
500,14,0.46468,0.53532,0.511494,0.511494,0.507988,0.507988,0.51014,0.51014
500,15,0.472044,0.527956,0.47259,0.52741,0.501888,0.501888,0.486972,0.513028
500,16,0.496844,0.503156,0.509758,0.509758,0.49552,0.50448,0.47761,0.52239
500,17,0.453484,0.546516,0.485316,0.514684,0.509064,0.509064,0.487614,0.512386
500,18,0.47006,0.52994,0.515048,0.515048,0.50651,0.50651,0.502526,0.502526
500,19,0.463376,0.536624,0.497784,0.502216,0.49866,0.50134,0.511226,0.511226
500,20,0.470056,0.529944,0.507782,0.507782,0.491764,0.508236,0.49098,0.50902
